PropertyID,PropType,Address,District,nbhd,Style,Extwall,Stories,Year_Built,Rooms,FinishedSqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
98519,Residential,9411 W COUNTY LINE RD,9,40,Ranch,Aluminum/Vinyl,1.0,1959,6,1334.0,1,3,1,1,83200.0,2022-08-09,280000.0
98561,Residential,9322 N JOYCE AV,9,40,Ranch,Aluminum/Vinyl,1.0,1980,10,1006.0,1,6,1,0,8303.0,2022-05-23,233100.0
98593,Residential,9360 N 85TH ST,9,40,Ranch,Aluminum/Vinyl,1.0,1982,5,1007.0,1,3,1,0,7200.0,2022-07-25,215000.0
98604,Residential,9305 N BURBANK AV,9,40,Ranch,Aluminum/Vinyl,1.0,1984,5,1301.0,1,3,2,0,7200.0,2022-03-29,150000.0
98608,Residential,9217 N 83RD ST,9,40,Colonial,Aluminum/Vinyl,2.0,2007,9,2237.0,1,4,2,1,15677.0,2022-05-10,400000.0
98696,Condominium,"9192 N 70TH ST, Unit 2",9,5010,Condo Townhouse,,2.0,1973,7,1437.0,1,3,2,1,0.0,2022-05-16,122000.0
98715,Condominium,"9212 N 70TH ST, Unit 8",9,5010,Condo Townhouse,,2.0,1973,7,1437.0,1,4,2,1,0.0,2022-04-14,123000.0
98717,Condominium,"9242 N 70TH ST, Unit 2",9,5010,Condo Townhouse,,2.0,1973,7,1437.0,1,4,2,1,0.0,2022-03-11,106000.0
98719,Condominium,"9238 N 70TH ST, Unit 4",9,5010,Condo Ranch,,1.0,1973,4,898.0,1,2,1,1,0.0,2022-07-07,95000.0
98723,Condominium,"9230 N 70TH ST, Unit 8",9,5010,Condo Townhouse,,1.0,1973,10,1437.0,1,6,2,1,0.0,2022-02-04,122000.0
98726,Condominium,"9258 N 70TH ST, Unit 1",9,5010,Condo Townhouse,,2.0,1973,10,1253.0,1,6,1,1,0.0,2022-01-19,108000.0
98737,Condominium,"9280 N 70TH ST, Unit 1",9,5010,Condo Townhouse,,2.0,1973,7,1437.0,1,3,2,1,0.0,2022-11-04,145000.0
98772,Condominium,"6951 W GLENBROOK RD, Unit 3",9,5010,Condo Townhouse,,2.0,1973,6,1244.0,1,3,2,1,0.0,2022-12-06,58000.0
98784,Condominium,"6923 W GLENBROOK RD, Unit 3",9,5010,Condo Townhouse,,2.0,1973,5,1244.0,1,3,2,1,0.0,2022-10-28,99000.0
98789,Condominium,"6933 W GLENBROOK RD, Unit 8",9,5010,Condo Townhouse,,2.0,1973,5,1253.0,1,3,1,1,0.0,2022-12-06,110000.0
98796,Condominium,"6913 W GLENBROOK RD, Unit 4",9,5010,Condo Townhouse,,2.0,1973,7,1437.0,1,3,2,1,0.0,2022-12-09,124000.0
98852,Condominium,8991 N 70TH ST,9,5020,Condo Townhouse,,2.0,1973,6,1401.0,1,3,2,1,1.0,2022-04-13,153000.0
98868,Condominium,9025 N 70TH ST,9,5020,Condo Townhouse,,2.0,1973,4,1295.0,1,2,1,1,1.0,2022-10-14,80000.0
98868,Condominium,9025 N 70TH ST,9,5020,Condo Townhouse,,2.0,1973,4,1295.0,1,2,1,1,1.0,2022-12-29,140000.0
98875,Condominium,9039 N 70TH ST,9,5020,Condo Townhouse,,2.0,1973,6,1401.0,1,3,2,1,1.0,2022-11-16,137000.0
98907,Condominium,9115 N 70TH ST,9,5020,Condo Townhouse,,2.0,1973,5,1498.0,1,3,1,1,1.0,2022-07-30,150000.0
98922,Condominium,9145 N 70TH ST,9,5020,Condo Townhouse,,2.0,1973,6,1401.0,1,3,3,1,1.0,2022-07-19,160000.0
98929,Condominium,9159 N 70TH ST,9,5020,Condo Townhouse,,2.0,1973,7,1626.0,1,4,2,1,1.0,2022-11-28,145000.0
98934,Condominium,9169 N 70TH ST,9,5020,Condo Townhouse,,2.0,1973,4,1295.0,1,2,1,1,1.0,2022-03-28,129400.0
98946,Condominium,9205 N 70TH ST,9,5020,Condo Townhouse,,2.0,1973,4,1295.0,1,2,1,1,1.0,2022-03-28,121000.0
98947,Condominium,9207 N 70TH ST,9,5020,Condo Townhouse,,2.0,1973,5,1498.0,1,3,2,1,1.0,2022-10-27,154000.0
98961,Condominium,"9028 N 70TH ST, Unit 5",9,5030,Condo Townhouse,,2.0,1975,7,1452.0,1,3,2,1,0.0,2022-11-10,134000.0
98968,Condominium,"9014 N 70TH ST, Unit 6",9,5030,Condo Townhouse,,2.0,1975,6,1452.0,1,3,2,1,0.0,2022-03-04,74000.0
98975,Condominium,"9000 N 70TH ST, Unit 6",9,5030,Condo Townhouse,,2.0,1975,7,1420.0,1,4,2,1,0.0,2022-08-22,135000.0
99132,Residential,8930 N 87TH CT,9,40,Colonial,Aluminum/Vinyl,2.0,1979,6,1713.0,1,3,1,1,10500.0,2022-11-16,187000.0
99176,Residential,9178-9180 N 86TH CT,9,40,Townhouse,Aluminum/Vinyl,2.0,1979,10,2222.0,2,6,2,2,8640.0,2022-01-21,180000.0
99211,Residential,9151 N JOYCE AV,9,40,Ranch,Aluminum/Vinyl,1.0,1978,7,1593.0,1,3,1,1,10440.0,2022-03-07,210000.0
99243,Condominium,9109 N 85TH ST,9,5048,Low Rise 1-3 Stories,,1.0,1979,5,920.0,1,2,1,0,1.0,2022-05-25,43400.0
99266,Condominium,"9060 N 85TH ST, Unit 5",9,5050,Low Rise 1-3 Stories,,1.0,1978,4,915.0,1,2,1,0,1.0,2022-10-20,75000.0
99392,Condominium,"8854 N 95TH ST, Unit c",9,5060,Condo Townhouse,,2.0,1970,10,1054.0,1,6,1,1,1.0,2022-01-19,29000.0
99437,Condominium,"8878 N 95TH ST, Unit h",9,5060,Condo Townhouse,,2.0,1970,6,1249.0,1,4,1,1,1.0,2022-12-30,56000.0
99448,Condominium,"8867 N 95TH ST, Unit a",9,5060,Condo Townhouse,,2.0,1970,6,1249.0,1,4,1,1,1.0,2022-10-31,58300.0
99456,Condominium,"8867 N 95TH ST, Unit j",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-09-16,40000.0
99472,Condominium,"8847 N SWAN RD, Unit g",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-10-28,30000.0
99513,Condominium,"8871 N SWAN RD, Unit k",9,5060,Condo Townhouse,,2.0,1970,6,1249.0,1,4,1,1,1.0,2022-05-27,27500.0
99529,Condominium,"8883 N SWAN RD, Unit f",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-04-05,52000.0
99593,Condominium,"9051 N 95TH ST, Unit f",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-09-29,55000.0
99596,Condominium,"9061 N 95TH ST, Unit a",9,5060,Condo Townhouse,,2.0,1970,6,1249.0,1,4,1,1,1.0,2022-08-09,38000.0
99621,Condominium,"9097 N 95TH ST, Unit b",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-07-07,50000.0
99621,Condominium,"9097 N 95TH ST, Unit b",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-07-26,28500.0
99641,Condominium,"9086 N 95TH ST, Unit d",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-03-12,63000.0
99641,Condominium,"9086 N 95TH ST, Unit d",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-03-17,48000.0
99657,Condominium,"9076 N 95TH ST, Unit K",9,5060,Condo Townhouse,,2.0,1970,6,1249.0,1,4,1,1,1.0,2022-06-27,63000.0
99674,Condominium,"9060 N 95TH ST, Unit j",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-06-29,84000.0
99741,Condominium,"8970 N 95TH ST, Unit f",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-05-09,40000.0
99765,Condominium,"8910 N 95TH ST, Unit d",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-08-19,30400.0
99765,Condominium,"8910 N 95TH ST, Unit d",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-11-30,25000.0
99766,Condominium,"8910 N 95TH ST, Unit e",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-09-23,25000.0
99843,Condominium,"8931 N SWAN RD, Unit d",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-10-18,25000.0
99866,Condominium,"9001 N SWAN RD, Unit G",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-05-09,45000.0
99871,Condominium,"9001 N SWAN RD, Unit m",9,5060,Condo Townhouse,,2.0,1970,6,1249.0,1,4,1,1,1.0,2022-08-08,48000.0
99881,Condominium,"9011 N SWAN RD, Unit k",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-07-21,46000.0
99929,Condominium,"9241 W ALLYN ST, Unit d",9,5060,Condo Townhouse,,2.0,1970,10,1054.0,1,6,1,1,1.0,2022-02-03,85000.0
99962,Condominium,"9325 W ALLYN ST, Unit j",9,5060,Condo Townhouse,,2.0,1970,5,1054.0,1,3,1,1,1.0,2022-04-05,35000.0
99983,Residential,9142--A N 95TH ST,9,40,Duplex N/S,Aluminum/Vinyl,1.0,1978,10,2107.0,2,5,2,0,7200.0,2022-08-26,114500.0
99985,Residential,9158-9160 N 95TH ST,9,40,Townhouse,Aluminum/Vinyl,2.0,1979,24,2902.0,2,12,2,2,7483.0,2022-03-07,239000.0
99991,Residential,9143 N 94TH ST,9,40,Ranch,Aluminum/Vinyl,1.0,2005,6,1352.0,1,3,2,0,7492.0,2022-12-08,200000.0
100024,Residential,9428 W LARAMIE RD,9,40,Ranch,Aluminum/Vinyl,1.0,1950,8,923.0,1,6,1,0,7449.0,2022-05-13,173000.0
100024,Residential,9428 W LARAMIE RD,9,40,Ranch,Aluminum/Vinyl,1.0,1950,8,923.0,1,6,1,0,7449.0,2022-10-05,175000.0
100139,Residential,8644 N 117TH ST,9,240,Ranch,Fiber Cement/Hardiplank,1.0,2022,6,2254.0,1,3,2,0,12064.0,2022-05-13,45400.0
100144,Residential,8667 N 117TH ST,9,240,Tudor,Fiber Cement/Hardiplank,1.0,2022,10,2861.0,1,6,2,1,15409.0,2022-07-08,32900.0
100176,Condominium,10888 W DONNA DR,9,5065,Low Rise 1-3 Stories,,1.0,1979,4,872.0,1,2,1,1,1.0,2022-07-07,75000.0
100181,Condominium,10850 W DONNA DR,9,5065,Low Rise 1-3 Stories,,1.0,1979,3,664.0,1,1,1,0,1.0,2022-07-11,61000.0
100192,Condominium,10872 W DONNA DR,9,5065,Low Rise 1-3 Stories,,1.0,1979,4,872.0,1,2,1,1,1.0,2022-09-02,63000.0
100194,Condominium,10876 W DONNA DR,9,5065,Low Rise 1-3 Stories,,1.0,1979,3,678.0,1,1,1,0,1.0,2022-11-23,59000.0
100251,Condominium,8515 N 107TH ST,9,5065,Low Rise 1-3 Stories,,1.0,1979,4,872.0,1,2,1,1,1.0,2022-11-09,72000.0
100270,Condominium,10820 W DONNA DR,9,5065,Low Rise 1-3 Stories,,1.0,1979,4,880.0,1,2,1,1,1.0,2022-07-22,72000.0
100272,Condominium,10824 W DONNA DR,9,5065,Low Rise 1-3 Stories,,1.0,1979,4,872.0,1,2,1,1,1.0,2022-08-16,84900.0
100278,Condominium,10804 W DONNA DR,9,5065,Low Rise 1-3 Stories,,1.0,1979,4,880.0,1,2,1,1,1.0,2022-06-14,85000.0
100283,Condominium,10814 W DONNA DR,9,5065,Low Rise 1-3 Stories,,1.0,1979,4,872.0,1,2,1,1,1.0,2022-07-01,90000.0
100318,Residential,10547-10549 W WABASH AV,9,240,Townhouse,Aluminum/Vinyl,2.0,1971,20,2441.0,2,12,2,2,6000.0,2022-04-25,205000.0
100327,Residential,8584-8586 N 106TH ST,9,240,Townhouse,Aluminum/Vinyl,2.0,1971,10,2441.0,2,6,2,2,6652.0,2022-11-04,155000.0
100380,Residential,10428-10430 W DEAN RD,9,240,Townhouse,Aluminum/Vinyl,2.0,1977,20,2290.0,2,12,2,2,7440.0,2022-04-27,194000.0
100396,Residential,8460 N 103RD ST,9,240,Colonial,Aluminum/Vinyl,2.0,2004,7,2016.0,1,3,2,1,13000.0,2022-10-21,365000.0
100407,Residential,10213 W WABASH AV,9,240,Colonial,Aluminum/Vinyl,2.0,2005,8,2324.0,1,4,3,1,8899.0,2022-09-08,370000.0
100429,Residential,10011 W DEAN RD,9,240,Colonial,Aluminum/Vinyl,2.0,2004,0,2016.0,1,3,2,1,10325.0,2022-07-25,340000.0
100665,Condominium,"8605 N SERVITE DR, Unit 203",9,5070,Low Rise 1-3 Stories,,1.0,1974,4,1040.0,1,2,2,0,1.0,2022-06-30,71000.0
100676,Condominium,"8607 N SERVITE DR, Unit 216",9,5070,Low Rise 1-3 Stories,,1.0,1974,5,1024.0,1,2,2,0,1.0,2022-04-26,77000.0
100692,Condominium,"8551 N SERVITE DR, Unit 112",9,5070,Low Rise 1-3 Stories,,1.0,1974,10,914.0,1,4,1,1,1.0,2022-07-06,75000.0
100715,Condominium,"8551 N SERVITE DR, Unit 219",9,5070,Low Rise 1-3 Stories,,1.0,1974,8,914.0,1,4,1,1,1.0,2022-03-18,62000.0
100726,Condominium,"8621 N SERVITE DR, Unit 110",9,5070,Low Rise 1-3 Stories,,2.0,1974,6,1496.0,1,2,1,1,1.0,2022-12-29,80000.0
100729,Condominium,"8619 N SERVITE DR, Unit 113",9,5070,Low Rise 1-3 Stories,,1.0,1974,5,1056.0,1,2,1,1,1.0,2022-06-10,46750.0
100730,Condominium,"8619 N SERVITE DR, Unit 114",9,5070,Low Rise 1-3 Stories,,1.0,1974,4,1040.0,1,2,2,0,1.0,2022-09-22,75000.0
100745,Condominium,"8619 N SERVITE DR, Unit 213",9,5070,Low Rise 1-3 Stories,,1.0,1974,5,1056.0,1,2,1,1,1.0,2022-07-22,75000.0
100751,Condominium,"8619 N SERVITE DR, Unit 219",9,5070,Low Rise 1-3 Stories,,1.0,1974,4,914.0,1,2,1,1,1.0,2022-07-08,70000.0
100754,Condominium,"8629 N SERVITE DR, Unit 102",9,5070,Low Rise 1-3 Stories,,1.0,1974,5,1056.0,1,2,1,1,1.0,2022-10-18,66000.0
100764,Condominium,"8631 N SERVITE DR, Unit 112",9,5070,Low Rise 1-3 Stories,,1.0,1974,4,914.0,1,2,1,1,1.0,2022-08-29,50000.0
100806,Condominium,"8643 N SERVITE DR, Unit 118",9,5070,Low Rise 1-3 Stories,,1.0,1974,10,1056.0,1,4,1,1,1.0,2022-01-28,53500.0
100813,Condominium,"8641 N SERVITE DR, Unit 207",9,5070,Low Rise 1-3 Stories,,1.0,1974,5,1024.0,1,2,2,0,1.0,2022-08-19,65000.0
100819,Condominium,"8643 N SERVITE DR, Unit 215",9,5070,Low Rise 1-3 Stories,,1.0,1974,10,1024.0,1,4,2,0,1.0,2022-02-28,42500.0
100819,Condominium,"8643 N SERVITE DR, Unit 215",9,5070,Low Rise 1-3 Stories,,1.0,1974,10,1024.0,1,4,2,0,1.0,2022-05-27,69900.0
100843,Condominium,8646 N SERVITE DR,9,5068,Condo Townhouse,,2.0,1974,6,1436.0,1,3,1,1,1.0,2022-09-23,115000.0
100848,Condominium,8624 N SERVITE DR,9,5068,Condo Townhouse,,2.0,1974,12,1422.0,1,6,1,1,1.0,2022-03-15,121500.0
100862,Condominium,8606 N SERVITE DR,9,5068,Condo Townhouse,,2.0,1974,6,1422.0,1,3,1,1,1.0,2022-06-28,120000.0
100904,Condominium,7806 W HEATHER AV,9,5069,Low Rise 1-3 Stories,,1.0,1978,5,1292.0,1,1,2,0,1.0,2022-07-22,100000.0
100915,Condominium,7736 W HEATHER AV,9,5069,Low Rise 1-3 Stories,,1.0,1978,5,1292.0,1,1,2,0,1.0,2022-08-10,115000.0
100955,Condominium,7845 W HEATHER AV,9,5069,Low Rise 1-3 Stories,,1.0,1978,10,1292.0,1,3,2,0,1.0,2022-02-10,96000.0
101017,Condominium,"8442 N SERVITE DR, Unit 101",9,5079,Low Rise 1-3 Stories,,1.0,1980,5,1285.0,1,2,2,0,1.0,2022-03-15,61000.0
101019,Condominium,"8442 N SERVITE DR, Unit 103",9,5079,Low Rise 1-3 Stories,,1.0,1980,10,1368.0,1,4,2,0,1.0,2022-04-25,80000.0
101038,Condominium,"8022 W MANOR CR, Unit C",9,5073,Condo Townhouse,,2.0,1986,10,1152.0,1,4,1,1,1.0,2022-03-17,93000.0
101044,Condominium,8026 W MANOR CR,9,5073,Condo Townhouse,,2.0,1986,5,1182.0,1,2,1,1,1.0,2022-05-31,110000.0
101045,Condominium,8028 W MANOR CR,9,5073,Condo Townhouse,,2.0,1986,4,1149.0,1,2,1,1,1.0,2022-04-29,112000.0
101049,Condominium,8036 W MANOR CR,9,5073,Condo Townhouse,,2.0,1986,6,1149.0,1,2,1,1,1.0,2022-04-27,120000.0
101064,Condominium,8041 W MANOR CR,9,5073,Condo Townhouse,,2.0,1986,8,1182.0,1,4,1,1,1.0,2022-01-31,85000.0
101105,Condominium,"8747 N 72ND ST, Unit 3",9,5080,Condo Ranch,,1.0,1972,4,936.0,1,2,1,1,1.0,2022-04-07,53500.0
101110,Condominium,"8749 N 72ND ST, Unit 3",9,5080,Condo Ranch,,1.0,1972,4,950.0,1,2,1,1,1.0,2022-11-03,98000.0
101123,Condominium,"8755 N 72ND ST, Unit 1",9,5080,Condo BI/TRI Level,,1.0,1972,3,788.0,1,1,1,0,1.0,2022-11-15,70000.0
101135,Condominium,"8759 N 72ND ST, Unit 3",9,5080,Condo Ranch,,1.0,1972,4,950.0,1,2,1,1,1.0,2022-04-25,57000.0
101136,Condominium,"8759 N 72ND ST, Unit 4",9,5080,Condo BI/TRI Level,,1.0,1972,4,896.0,1,2,1,1,1.0,2022-08-24,65000.0
101136,Condominium,"8759 N 72ND ST, Unit 4",9,5080,Condo BI/TRI Level,,1.0,1972,4,896.0,1,2,1,1,1.0,2022-12-16,60000.0
101171,Condominium,"8735 N 72ND ST, Unit 304",9,5081,Low Rise 1-3 Stories,,1.0,1973,4,863.0,1,1,1,0,1.0,2022-04-08,70000.0
101190,Condominium,"8729 N 72ND ST, Unit 3",9,5080,Condo Ranch,,1.0,1972,4,950.0,1,2,1,1,1.0,2022-04-12,65000.0
101195,Condominium,8705 N 72ND ST,9,5082,Condo Townhouse,,2.0,1973,12,1460.0,1,6,1,1,1.0,2022-02-18,120000.0
101200,Condominium,8715 N 72ND ST,9,5082,Condo Townhouse,,2.0,1973,6,1390.0,1,3,1,1,1.0,2022-03-29,127000.0
101204,Condominium,8723 N 72ND ST,9,5082,Condo Townhouse,,2.0,1973,6,1460.0,1,3,1,1,1.0,2022-10-04,118000.0
101223,Condominium,"8697 N 73RD ST, Unit 3",9,5082,Condo Townhouse,,1.0,1973,4,1210.0,1,2,1,1,1.0,2022-05-13,90000.0
101234,Condominium,8657 N 73RD ST,9,5082,Condo Townhouse,,1.0,1973,8,1210.0,1,4,1,1,1.0,2022-02-09,63500.0
101263,Condominium,7243 W WABASH AV,9,5082,Condo Townhouse,,1.0,1973,4,1210.0,1,2,1,1,1.0,2022-09-13,87000.0
101278,Condominium,7223 W WABASH AV,9,5082,Condo Townhouse,,1.0,1973,8,1210.0,1,4,1,1,1.0,2022-01-10,82400.0
101557,Residential,8400 W BRADLEY RD,9,240,Cape Cod,Aluminum/Vinyl,1.0,1941,10,1068.0,1,4,1,0,42689.0,2022-05-13,175000.0
101584,Residential,8120 N 100TH ST,9,240,Ranch,Aluminum/Vinyl,1.0,1973,5,1238.0,1,3,2,0,14363.0,2022-12-08,270000.0
101605,Condominium,9616 W BRADLEY RD,9,5090,Condo Townhouse,,2.0,1974,10,1068.0,1,6,1,1,1.0,2022-03-18,105000.0
101625,Condominium,8007 N 94TH ST,9,5090,Condo Townhouse,,2.0,1974,5,1084.0,1,2,1,1,1.0,2022-09-27,85000.0
101636,Condominium,8030 N 94TH ST,9,5090,Condo Ranch,,1.0,1974,4,890.0,1,2,1,0,1.0,2022-12-23,89900.0
101647,Condominium,9764 W TOWER AV,9,5090,Condo Townhouse,,2.0,1974,10,1084.0,1,4,1,1,1.0,2022-03-08,96500.0
101652,Condominium,9742 W TOWER AV,9,5090,Condo Ranch,,1.0,1974,4,890.0,1,2,1,0,1.0,2022-07-11,99900.0
101678,Residential,9418 W DARNEL AV,9,240,Ranch,Aluminum/Vinyl,1.0,1982,5,1077.0,1,3,1,1,7200.0,2022-06-30,240000.0
101723,Residential,9523 W GOODRICH CT,9,240,Colonial,Asphalt/Other,2.0,1980,6,1443.0,1,3,1,1,7200.0,2022-09-18,180000.0
101736,Residential,9731 W DARNEL AV,9,240,Split Level,Aluminum/Vinyl,1.0,1992,12,1547.0,1,6,2,0,7200.0,2022-05-10,300000.0
101748,Residential,8249 N 97TH ST,9,240,Split Level,Aluminum/Vinyl,1.0,1995,7,1816.0,1,4,2,0,9625.0,2022-11-29,260000.0
101762,Residential,8268 N 97TH ST,9,240,Colonial,Aluminum/Vinyl,2.0,1995,12,1494.0,1,6,1,1,9583.0,2022-03-11,235000.0
101818,Residential,8331 N 93RD ST,9,240,Ranch,Aluminum/Vinyl,1.0,1996,10,1142.0,1,6,1,1,7908.0,2022-05-10,222500.0
101821,Residential,9304 W FAIRLANE CT,9,240,Split Level,Aluminum/Vinyl,1.0,1990,7,1751.0,1,4,2,0,7339.0,2022-01-31,250000.0
101826,Residential,9338 W FAIRLANE CT,9,240,Ranch,Aluminum/Vinyl,1.0,1981,10,1077.0,1,6,1,1,7308.0,2022-03-31,210000.0
101834,Residential,9309 W FAIRLANE CT,9,240,Ranch,Aluminum/Vinyl,1.0,1981,10,1077.0,1,6,1,1,7209.0,2022-02-18,225000.0
101855,Residential,9421 W ARCH AV,9,240,Colonial,Aluminum/Vinyl,2.0,1997,14,1494.0,1,6,1,1,10088.0,2022-05-27,265000.0
101863,Residential,9315 W ARCH AV,9,240,Colonial,Aluminum/Vinyl,2.0,1999,14,1503.0,1,6,1,1,7200.0,2022-01-12,255000.0
101996,Condominium,8122 N 97TH CT,9,5091,Low Rise 1-3 Stories,,1.0,1986,5,981.0,1,2,2,0,1.0,2022-07-21,146500.0
102017,Condominium,8140 N DENMARK CT,9,5093,Condo Ranch,,1.0,1992,4,997.0,1,2,2,0,1.0,2022-07-06,150000.0
102055,Residential,9750 W DARNEL AV,9,240,Colonial,Aluminum/Vinyl,2.0,2001,12,1958.0,1,6,2,1,21294.0,2022-05-20,415000.0
102089,Residential,8115 N JOSEPH AV,9,240,Split Level,Aluminum/Vinyl,1.0,1969,16,2031.0,1,8,2,0,9955.0,2022-03-28,276500.0
102100,Residential,8160 N JOSEPH AV,9,240,Ranch,Aluminum/Vinyl,1.0,1971,7,1689.0,1,5,2,1,9000.0,2022-11-16,155000.0
102106,Residential,8133 N PINGREE AV,9,240,Ranch,Aluminum/Vinyl,1.0,1971,6,1200.0,1,4,1,1,9000.0,2022-07-26,215000.0
102120,Residential,10264 W TOWER AV,9,240,Ranch,Aluminum/Vinyl,1.0,1968,6,1512.0,1,3,2,1,9000.0,2022-07-27,199000.0
102163,Residential,8318 N ANN ST,9,240,Ranch,Aluminum/Vinyl,1.0,1966,12,1192.0,1,6,1,1,10500.0,2022-04-18,230000.0
102184,Residential,8071 N CELINA ST,9,240,Ranch,Aluminum/Vinyl,1.0,1970,6,1419.0,1,3,1,1,8740.0,2022-06-30,215000.0
102209,Residential,10015 W TERRA AV,9,240,Ranch,Asphalt/Other,1.0,1971,6,1200.0,1,4,1,1,10780.0,2022-05-06,235000.0
102287,Residential,8280 N CELINA ST,9,240,Ranch,Aluminum/Vinyl,1.0,1972,12,1200.0,1,8,1,1,9545.0,2022-06-03,195000.0
102293,Residential,8214 N CELINA ST,9,240,Ranch,Aluminum/Vinyl,1.0,1971,6,1200.0,1,4,1,1,9430.0,2022-08-25,174900.0
102295,Residential,10461 W SYLVIA ST,9,240,Ranch,Aluminum/Vinyl,1.0,1976,6,1324.0,1,3,1,2,8800.0,2022-10-10,200000.0
102299,Residential,10421 W SYLVIA ST,9,240,Ranch,Aluminum/Vinyl,1.0,1975,6,1324.0,1,3,1,1,9000.0,2022-08-03,258500.0
102314,Residential,8283 N 105TH ST,9,240,Ranch,Asphalt/Other,1.0,1973,5,906.0,1,3,1,1,7577.0,2022-10-13,181700.0
102326,Residential,10426 W SYLVIA ST,9,240,Ranch,Aluminum/Vinyl,1.0,1974,6,1324.0,1,3,2,1,9901.0,2022-06-30,255000.0
102345,Residential,8263 N 106TH ST,9,240,Ranch,Aluminum/Vinyl,1.0,1972,5,1140.0,1,3,1,1,8100.0,2022-09-19,245000.0
102356,Residential,10529 W ARCH AV,9,240,Ranch,Asphalt/Other,1.0,1971,12,1200.0,1,7,1,1,11250.0,2022-07-25,217000.0
102382,Residential,10441 W VILLA AV,9,240,Ranch,Asphalt/Other,1.0,1973,6,1120.0,1,4,1,1,7500.0,2022-07-13,219000.0
102385,Residential,10417 W VILLA AV,9,240,Ranch,Aluminum/Vinyl,1.0,1972,6,1130.0,1,3,1,1,7500.0,2022-11-18,176500.0
102406,Residential,10360 W VILLA AV,9,240,Ranch,Aluminum/Vinyl,1.0,1972,6,1120.0,1,4,1,1,12348.0,2022-10-25,180000.0
102443,Residential,10348 W DARNEL AV,9,240,Ranch,Aluminum/Vinyl,1.0,1974,10,906.0,1,6,1,0,7200.0,2022-04-27,155000.0
102528,Condominium,8317 N 107TH ST,9,5100,Condo Townhouse,,2.0,1974,5,1331.0,1,2,1,1,1.0,2022-05-20,117500.0
102530,Condominium,"8301 N 107TH ST, Unit G",9,5100,Condo Townhouse,,2.0,1974,4,1180.0,1,2,1,1,1.0,2022-02-15,64900.0
102551,Condominium,"8305 N 107TH ST, Unit -D",9,5100,Low Rise 1-3 Stories,,1.0,1974,5,901.0,1,2,1,1,1.0,2022-06-28,72000.0
102554,Condominium,"8305 N 107TH ST, Unit -F",9,5100,Condo Townhouse,,2.0,1974,4,1029.0,1,2,1,1,1.0,2022-07-20,119900.0
102556,Condominium,"8305 N 107TH ST, Unit A",9,5100,Low Rise 1-3 Stories,,1.0,1974,4,901.0,1,2,2,0,1.0,2022-08-25,75500.0
102557,Condominium,"8305 N 107TH ST, Unit -C",9,5100,Low Rise 1-3 Stories,,1.0,1974,4,901.0,1,2,2,0,1.0,2022-07-18,75000.0
102568,Condominium,"8309 N 107TH ST, Unit -G",9,5100,Condo Townhouse,,2.0,1974,4,1029.0,1,2,1,1,1.0,2022-09-30,120000.0
102572,Condominium,"8311 N 107TH ST, Unit I",9,5100,Low Rise 1-3 Stories,,1.0,1974,4,734.0,1,2,1,1,1.0,2022-06-17,87000.0
102573,Condominium,"8311 N 107TH ST, Unit -K",9,5100,Low Rise 1-3 Stories,,1.0,1974,4,734.0,1,1,1,1,1.0,2022-08-10,82500.0
102577,Condominium,"8311 N 107TH ST, Unit -C",9,5100,Condo Townhouse,,2.0,1974,4,1168.0,1,2,1,1,1.0,2022-04-27,74000.0
102586,Condominium,8353 N 107TH ST,9,5100,Condo Townhouse,,2.0,1974,6,1460.0,1,3,1,1,1.0,2022-06-24,95000.0
102589,Condominium,8359 N 107TH ST,9,5100,Condo Townhouse,,2.0,1974,6,1401.0,1,3,1,1,1.0,2022-04-29,130000.0
102605,Residential,8239 N 111TH ST,9,240,Colonial,Aluminum/Vinyl,2.0,2001,8,2431.0,1,4,2,1,13068.0,2022-07-01,394900.0
102610,Residential,8313 N 111TH ST,9,240,Colonial,Aluminum/Vinyl,2.0,2000,8,2552.0,1,4,3,1,13092.0,2022-11-18,429000.0
